"Department","Division","Model Name","Model#","Description","Shipping Date","Warranty Expiry Date","CPU","Memory","HDD/SSD"
"REC",,"THINKCENTRE M800","M800","PC-DESKTOP","09/27/2016","11/11/2019","3200","8192",
"REC",,"THINKCENTRE M800","M800","PC-DESKTOP","09/27/2016","11/11/2019","3200","8192",
"REC",,"THINKCENTRE M800","M800","PC-DESKTOP","09/27/2016","11/11/2019","3200","8192",
"REC",,"THINKCENTRE M800","M800","PC-DESKTOP","09/27/2016","11/11/2019","3200","8192",
"REC",,"THINKCENTRE M800","M800","PC-DESKTOP","09/27/2016","11/11/2019","3200","8192",
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096",
"LIB",,"THINKCENTRE M82","M82","PC-DESKTOP","04/26/2013","06/09/2016","3400","4096",
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"HHS","CYFSD","LATITUDE 3540","3540","PC-LAPTOP","06/08/2020",,"1600","8192",
"OCA",,"LATITUDE 5410","5410","PC-LAPTOP","09/11/2020",,"1600","8192",
"OCA",,"LATITUDE 5410","5410","PC-LAPTOP","09/11/2020",,"1600","8192",
"DHCA",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DHCA",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","02/03/2021",,"1700","16384",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","02/03/2021",,"1700","16384",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","02/03/2021",,"1700","16384",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","02/03/2021",,"1700","16384",
"DHCA",,"LATITUDE 5410","5410","PC-LAPTOP","02/03/2021",,"1700","16384",
"POL",,"LATITUDE 5410","5410","PC-LAPTOP","09/01/2020",,"1600","8192",
"ABS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"LIB",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"REC",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"CCT",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,,,
"HHS","CWS","LATITUDE 5410","5410","PC-LAPTOP","09/24/2020","09/25/2023","1600","8192",
"HHS","CWS","LATITUDE 5410","5410","PC-LAPTOP","09/24/2020","09/25/2023","1600","8192",
"HHS","CWS","LATITUDE 5410","5410","PC-LAPTOP","09/24/2020","09/25/2023","1600","8192",
"FRS",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","10/11/2024","1000","8192",
"LIB",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","12/12/2024","1000","8192",
"LIB",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","12/12/2024","1000","8192",
"DGS-DREAMS","DREAMS","THINKPAD L560","L560","PC-LAPTOP","06/04/2016","07/18/2019","2300","8192",
"LIB",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","12/12/2024","1000","8192",
"LIB",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","12/12/2024","1000","8192",
"POL",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"POL",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"POL",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"LIB",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","12/12/2024","1000","8192",
"HHS",,"THINKPAD L490","L490","PC-LAPTOP","05/12/2020","07/28/2023","1600","8192",
"CCL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","03/13/2020","03/18/2023","2800","8192",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","11/04/2021","11/15/2024","3100","16384",
"HHS",,"LATITUDE 7200","7200","PC-TABLET","08/11/2020","08/11/2023","1900","16384",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"HHS",,"LATITUDE 7200","7200","PC-TABLET","08/11/2020","08/11/2023","1900","16384",
"HHS",,"LATITUDE 7200","7200","PC-TABLET","08/11/2020","08/11/2023","1900","16384",
"HHS",,"LATITUDE 7200","7200","PC-TABLET","08/11/2020","08/11/2023","1900","16384",
"HHS",,"LATITUDE 7200","7200","PC-TABLET","08/11/2020","08/11/2023","1900","16384",
"HHS",,"LATITUDE 7200","7200","PC-TABLET","08/11/2020","08/11/2023","1900","16384",
"HHS",,"OPTIPLEX 7050 MICRO","7050 MICRO","PC-DESKTOP","04/23/2018","06/15/2021","2900","8192",
"DGS-DREAMS",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","12/13/2024","1000","8192",
"DGS","PRO","THINKPAD L14","L14","PC-LAPTOP","03/16/2021","07/21/2024","2400","8192",
"DOT-TRN",,"THINKPAD L490","L490","PC-LAPTOP","12/29/2019","12/31/2022","1600","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"CEC-MID",,"THINKCENTRE M82","M82","PC-DESKTOP","09/22/2013","11/05/2016","3400","238106",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","4096","476937"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","4096","476937"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","4096","476937"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","4096","476937"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","4096","476937"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","4096","476937"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","4096","476937"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","4096","476937"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/26/2014","08/09/2017","3200","4096","476937"
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"SHF",,"LATITUDE 5290","5290","PC-TABLET","05/16/2018",,"1900","16384",
"SHF",,"LATITUDE 5290","5290","PC-TABLET","05/16/2018",,"1900","16384",
"SHF","DTS","THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018",,,
"SHF",,"LATITUDE 5290","5290","PC-TABLET","05/16/2018",,"1900","16384",
"POL","HQ","THINKPAD L440","L440","PC-LAPTOP","04/13/2015","05/27/2018","2500","8192","476937"
"BIT",,"THINKPAD L470","L470","PC-LAPTOP","09/05/2017",,,,
"DOT-TEO",,"THINKCENTRE M83","M83","PC-DESKTOP","01/12/2015","02/25/2018","3200","8192","476937"
"PSCC","DOT-TEO","THINKSTATION C30","C30","PC-WORKSTATION","10/25/2013","11/04/2016","2600",,
"PSCC","DOT-TRN","THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"PSCC","DOT-TRN","THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"PSCC","DOT-TRN","THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"PSCC","DOT-TRN","THINKCENTRE M800","M800","PC-DESKTOP","05/31/2017","07/14/2020","3200","8192",
"FRS",,"THINKCENTRE M82","M82","PC-DESKTOP","04/25/2013","06/09/2016","3400","4096","238472"
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"POL","2D","THINKCENTRE M81","M81","PC-DESKTOP","08/16/2011","09/29/2015","3100","4096","238472"
"HHS",,"X1 YOGA","X1 YOGA","PC-LAPTOP","02/27/2018",,"2500","8192",
"DTS",,"PRECISION WORKSTATION T5810","WST5810","PC-WORKSTATION","06/12/2017",,"2200","16384",
"DTS",,"PRECISION WORKSTATION T5810","WST5810","PC-WORKSTATION","06/12/2017",,"2200","16384",
"CEC-UC",,"THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096","476937"
"ABS",,"THINKPAD L480","L480","PC-LAPTOP","10/12/2018","12/06/2021","1600","8192",
"SHF",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"SHF",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"FRS",,"THINKCENTRE M710S","M710S","PC-DESKTOP","07/14/2017","07/19/2020","3200","8192",
"DPS",,"THINKPAD L530","L530","PC-LAPTOP","10/18/2013","12/01/2016","2900","4096","305242"
"DPS",,"THINKPAD L530","L530","PC-LAPTOP","10/18/2013","12/01/2016","2900","4096","305242"
"OMB",,"THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"PIO","MC311","THINKPAD L540","L540","PC-LAPTOP","12/30/2014","02/12/2018","2900","12288",
"HHS",,"X1 YOGA","X1 YOGA","PC-LAPTOP","12/23/2017","02/10/2021","2500","8192",
"HHS",,"LATITUDE 5300 2-IN-1","5300","PC-LAPTOP","03/13/2020",,"1600","8192",
"DOT-TRN",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","8192",
"DTS",,"LATITUDE 5300 2-IN-1","5300","PC-LAPTOP","03/13/2020",,"1600","8192",
"DOCR",,"THINKPAD L480","L480","PC-LAPTOP","09/26/2018","11/14/2021","1600","8192",
"CEX",,"THINKPAD X1","X1","PC-LAPTOP","04/08/2018","05/31/2021","2600","8192",
"CEX",,"THINKPAD X1","X1","PC-LAPTOP","04/08/2018","05/31/2021","2600","8192",
"CEX",,"THINKPAD X1","X1","PC-LAPTOP","04/08/2018","05/31/2021","2600","8192",
"CEX",,"THINKPAD X1","X1","PC-LAPTOP","04/08/2018","05/31/2021","2600","8192",
"CEX",,"THINKPAD X1","X1","PC-LAPTOP","04/08/2018","05/31/2021","2600","8192",
"CEX",,"THINKPAD X1","X1","PC-LAPTOP","04/08/2018","05/31/2021","2600","8192",
"DOT-TRN",,"THINKPAD L490","L490","PC-LAPTOP","12/29/2019","12/31/2022","1600","8192",
"DGS-DREAMS","DREAMS","THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"REC",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","06/26/2021","07/08/2024","1000","8192",
"DEP","ECCD","THINKPAD L490","L490","PC-LAPTOP","03/16/2020","04/27/2021","1600","8192",
"CCT",,"LATITUDE 5420","5420","PC-LAPTOP","07/28/2021","07/29/2024","2600","16384",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"OMB",,"SURFACE PRO 4","SURFACE PRO 4","PC-TABLET","03/31/2016",,"2400","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"DGS-FMS","FMS","THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"DOT-DHS","DHS","THINKCENTRE M82","M82","PC-DESKTOP","07/04/2013","08/18/2016","3400","8192","238472"
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"POL","HQ","LATITUDE","5414","PC-LAPTOP","02/15/2019",,"2600","16384",
"POL","HQ","LATITUDE","5414","PC-LAPTOP","02/15/2019",,"2600","16384",
"POL","HQ","LATITUDE","5414","PC-LAPTOP","02/15/2019",,"2600","16384",
"POL","HQ","LATITUDE","5414","PC-LAPTOP","02/15/2019",,"2600","16384",
"POL","HQ","LATITUDE","5414","PC-LAPTOP","02/15/2019",,"2600","16384",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"POL","SOD","THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","16384",
"DHCA",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","4096","476937"
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"DGS-DIR","DIR","LATITUDE 5410","5410","PC-LAPTOP","09/01/2020",,"1600","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"POL","HQ","THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","12288",
"ECM",,"THINKPAD L540","L540","PC-LAPTOP","05/24/2014","07/07/2017","2900","4096","476937"
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","10/12/2018","12/06/2021","1600","8192",
"POL","HQ","PRECISION M6700","M6700","PC-LAPTOP","06/05/2013","06/05/2016",,"953556",
"HHS",,"OPTIPLEX 755","755","PC-DESKTOP","01/05/2009","01/05/2013","2330","152275",
"DTS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"DTS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"DTS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"DTS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"DTS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"DTS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"DTS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"DTS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"OEMHS",,"THINKPAD L480","L480","PC-LAPTOP","06/19/2018","08/08/2021","1600","8192",
"DTS","ERP","THINKPAD L440","L440","PC-LAPTOP","03/31/2014","05/14/2017","2500","8192","476937"
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"DOT-DIR",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","4096",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"DOT-TRN",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/27/2018","07/04/2021","3200","8192",
"LIB",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/30/2019","3200","8192",
"LIB",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/30/2019","3200","8192",
"LIB",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/30/2019","3200","8192",
"LIB",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/30/2019","3200","8192",
"LIB",,"THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/30/2019","3200","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"HHS",,"THINKPAD L460","L460","PC-LAPTOP","04/14/2017","06/04/2020","2300","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/01/2020",,"1600","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"POL","HQ","THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"POL","HQ","THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"POL","HQ","THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"POL","HQ","THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"POL","HQ","THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"FIN",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"FIN",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"FIN",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"FIN",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"POL",,"E14 GEN 2","E14 GEN 2","PC-LAPTOP","02/05/2021","08/17/2024","2400","8192",
"POL","PSTA","THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","20480","476937"
"DTS","GIS","PRECISION WORKSTATION T5810","WST5810","PC-WORKSTATION","06/12/2017",,"2200","16384",
"DTS","GIS","PRECISION WORKSTATION T5810","WST5810","PC-WORKSTATION","06/12/2017",,"2200","16384",
"PSCC","DTS","LATITUDE D610","D610","PC-LAPTOP","09/18/2005","09/17/2009","1730","38146",
"HHS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","16384",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
